Data de lançamento;Período;Centro;Centro custo;Denominação de objeto;Documento de compras;Classe de custo;Denom.classe custo;Denominação;Texto breve material;Nº doc.de referência;Valor/moeda objeto;Conta lnçto.contrap.;Descrição da conta de contrapartida;Tipo de documento;Linha de lançamento;Nº documento;Denomin.da conta de contrapartida;Objeto;Data do documento;Empresa;Texto de cabeçalho de documento;Nome do usuário;Material
30/06/2025;6;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,03;;;;181;373483159;;BR1A014;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,03;;;;181;373482200;;BR1A014;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373476463;-785,81;;;;181;373482199;;BR1A014;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;785,81;;;;181;373476463;;BR1A014;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373922363;-712,49;;;;181;373944976;;BR1A014;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;712,49;;;;181;373922363;;BR1A014;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979344;-762,54;;;;181;373979747;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373944977;-759,1;;;;181;373979343;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;759,1;;;;181;373944977;;BR1A014;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;763,01;;;;181;373980108;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,54;;;;181;373979748;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,54;;;;181;373979344;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;3,81;;;;181;373819744;;BR1A014;24/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979748;-762,54;;;;181;373980104;;BR1A014;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373819744;-3,81;;;;181;373922362;;BR1A014;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/08/2025;8;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;374319891;-23,14;;;;181;374387442;;BR1A014;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;812,3;;;;181;374387443;;BR1A014;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR1A014;ALMOXARIFADO PECAS;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23,14;;;;181;374319891;;BR1A014;25/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,13;;;;197;373483206;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373483159;-786,03;;;;197;373483204;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373482200;-786,03;;;;197;373483156;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373377074;-371,29;;;;197;373476462;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;371,29;;;;197;373377074;;BR4A008;25/06/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,03;;;;197;373483159;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,03;;;;197;373482200;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373476463;-785,81;;;;197;373482199;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;785,81;;;;197;373476463;;BR4A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373922363;-712,49;;;;197;373944976;;BR4A008;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;712,49;;;;197;373922363;;BR4A008;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979344;-762,54;;;;197;373979747;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373944977;-759,1;;;;197;373979343;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;759,1;;;;197;373944977;;BR4A008;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;763,01;;;;197;373980108;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,54;;;;197;373979748;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,54;;;;197;373979344;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;3,81;;;;197;373819744;;BR4A008;24/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979748;-762,54;;;;197;373980104;;BR4A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373819744;-3,81;;;;197;373922362;;BR4A008;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/08/2025;8;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;374319891;-23,14;;;;197;374387442;;BR4A008;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;812,3;;;;197;374387443;;BR4A008;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR4A008;BPRH OPS FOODS FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23,14;;;;197;374319891;;BR4A008;25/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
25/08/2025;8;;BR1A312;COMBI 24000;;6600120;Gas Natural;7956- PROVISÃO GAS AGOS'25;;101855446;40135,04;2031136;Provisao Utilidades a Pagar;SA;7;1429926620;Provisao Utilidades;BR1A312;25/08/2025;BR16;PROVISÃO - 7956;WF-BATCH;
08/08/2025;8;;BR1A312;COMBI 24000;;6600120;Gas Natural;7956- PROVISÃO GAS JUL'25;;101739487;-52264,44;2031136;Provisao Utilidades a Pagar;AB;7;1420393369;Provisao Utilidades;BR1A312;24/07/2025;BR16;PROVISÃO - 7956;09334560;
25/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;7956- PROVISÃO COELBA AGOS'25;;101855446;123167,2;2031136;Provisao Utilidades a Pagar;SA;4;1429926620;Provisao Utilidades;BR1A312;25/08/2025;BR16;PROVISÃO - 7956;WF-BATCH;
25/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;7956- PROVISÃO ENEL AGOS'25;;101855446;59205,9;2031136;Provisao Utilidades a Pagar;SA;1;1429926620;Provisao Utilidades;BR1A312;25/08/2025;BR16;PROVISÃO - 7956;WF-BATCH;
29/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;Reclass Energia Eletrica;;101900902;943,82;6701230;Baixa de Produto Avariado no Transp;SA;31;1432721239;Prod Avariado Transp;BR1A312;29/08/2025;BR16;Reclassificação;WF-BATCH;
28/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;Reclass. Camera de Energia AGO.25;;101893488;4906,46;1013053;Outras C.Receber – Fábricas;SA;40;1432442599;Outras C.Receber – F;BR1A312;28/08/2025;BR16;RECLASSIFICAÇÃO;WF-BATCH;
08/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;7956- PROVISÃO COELBA JUL'25;;101739487;-123166,55;2031136;Provisao Utilidades a Pagar;AB;4;1420393369;Provisao Utilidades;BR1A312;24/07/2025;BR16;PROVISÃO - 7956;09334560;
08/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;7956- PROVISÃO ENEL JUL'25;;101739487;-59354,1;2031136;Provisao Utilidades a Pagar;AB;1;1420393369;Provisao Utilidades;BR1A312;24/07/2025;BR16;PROVISÃO - 7956;09334560;
27/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;Reclass. Camera de Energia JUL.25;;101880691;-1710,23;1013053;Outras C.Receber – Fábricas;SA;40;1431220167;Outras C.Receber – F;BR1A312;27/08/2025;BR16;RECLASSIFICAÇÃO;WF-BATCH;
31/08/2025;8;;BR1A312;COMBI 24000;;6600121;Energia Eletrica;7956- PROVISÃO COELBA JUL'25;;101911834;123166,55;2031136;Provisao Utilidades a Pagar;SA;1;1434011167;Provisao Utilidades;BR1A312;31/08/2025;BR16;PROVISÃO - 7956;WF-BATCH;
25/08/2025;8;;BR1A312;COMBI 24000;;6600125;Agua;7956- PROVISÃO AGUA AGOS'25;;101855446;19364,15;2031136;Provisao Utilidades a Pagar;SA;8;1429926620;Provisao Utilidades;BR1A312;25/08/2025;BR16;PROVISÃO - 7956;WF-BATCH;
08/08/2025;8;;BR1A312;COMBI 24000;;6600125;Agua;7956- PROVISÃO AGUA JUL'25;;101739487;-13000;2031136;Provisao Utilidades a Pagar;AB;8;1420393369;Provisao Utilidades;BR1A312;24/07/2025;BR16;PROVISÃO - 7956;09334560;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;24366,8;;;;187;373482200;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373482200;-24366,8;;;;187;373483156;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;11510,01;;;;187;373377074;;BR1A312;25/06/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;24366,8;;;;187;373483159;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373377074;-11510,01;;;;187;373476462;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;24369,99;;;;187;373483206;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373483159;-24366,8;;;;187;373483204;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373476463;-24359,97;;;;187;373482199;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;24359,97;;;;187;373476463;;BR1A312;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23532,11;;;;187;373944977;;BR1A312;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;22087,11;;;;187;373922363;;BR1A312;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373944977;-23532,11;;;;187;373979343;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373819744;-118,07;;;;187;373922362;;BR1A312;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;118,07;;;;187;373819744;;BR1A312;24/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23638,72;;;;187;373979748;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23653,29;;;;187;373980108;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23638,72;;;;187;373979344;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373922363;-22087,11;;;;187;373944976;;BR1A312;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979748;-23638,72;;;;187;373980104;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979344;-23638,72;;;;187;373979747;;BR1A312;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;717,29;;;;187;374319891;;BR1A312;25/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;25181,18;;;;187;374387443;;BR1A312;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR1A312;COMBI 24000;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;374319891;-717,29;;;;187;374387442;;BR1A312;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373377074;-371,3;;;;199;373476462;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;785,99;;;;199;373482200;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;786,12;;;;199;373483206;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373483159;-785,99;;;;199;373483204;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373476463;-785,76;;;;199;373482199;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;785,76;;;;199;373476463;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373482200;-785,99;;;;199;373483156;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;371,3;;;;199;373377074;;BR5A008;25/06/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;785,99;;;;199;373483159;;BR5A008;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,53;;;;199;373979344;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373922363;-712,48;;;;199;373944976;;BR5A008;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;3,78;;;;199;373819744;;BR5A008;24/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;763;;;;199;373980108;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373944977;-759,12;;;;199;373979343;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;759,12;;;;199;373944977;;BR5A008;31/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;762,53;;;;199;373979748;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373819744;-3,78;;;;199;373922362;;BR5A008;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979748;-762,53;;;;199;373980104;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373979344;-762,53;;;;199;373979747;;BR5A008;01/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/07/2025;7;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;712,48;;;;199;373922363;;BR5A008;30/07/2025;BR16;7956A2201803017956-Ciclo 2;40181884;
31/08/2025;8;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;23,11;;;;199;374319891;;BR5A008;25/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;812,28;;;;199;374387443;;BR5A008;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
31/08/2025;8;;BR5A008;CONTROLADORIA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;374319891;-23,11;;;;199;374387442;;BR5A008;28/08/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
26/08/2025;8;;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - AGO'25;;101863850;24890,99;2031138;Outras Provisoes a Pagar;SA;1;1430510021;Outras Provisoes;BR5A008;26/08/2025;BR16;PROVISÃO-7956;WF-BATCH;
29/08/2025;8;;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - HORA EXTRA - CWBEM - AGO'25;;101903069;778,63;2031138;Outras Provisoes a Pagar;SA;1;1433159610;Outras Provisoes;BR5A008;29/08/2025;BR16;PROVISÃO-7956;WF-BATCH;
21/08/2025;8;;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - HORA EXTRA - CWBEM - JUL'25;;101833304;-75,46;2031138;Outras Provisoes a Pagar;AB;2;1428073178;Outras Provisoes;BR5A008;28/07/2025;BR16;PROVISÃO-7956;09338418;
21/08/2025;8;;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUL'25;;101833304;-24890,99;2031138;Outras Provisoes a Pagar;AB;1;1428073178;Outras Provisoes;BR5A008;28/07/2025;BR16;PROVISÃO-7956;09338418;
30/06/2025;6;;BR1A613;CUSTOS MOH FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373482200;-786,03;;;;189;373483156;;BR1A613;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A613;CUSTOS MOH FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;;371,29;;;;189;373377074;;BR1A613;25/06/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
30/06/2025;6;;BR1A613;CUSTOS MOH FSA;;9420004;Seg Trab e Enfer;SEGTRABENFSeguranca do Trabalho e Enfer;;373377074;-371,29;;;;189;373476462;;BR1A613;01/07/2025;BR16;7956A2201803017956-Ciclo 2;80304773;
